"Date","BTC_Price","BTC_Return","BTC_Normalized","BTC_Volatility","ETH_Price","ETH_Return","ETH_Normalized","ETH_Volatility","Gold_Price","Gold_Return","Gold_Normalized","Gold_Volatility","Oil_Price","Oil_Return","Oil_Normalized","Oil_Volatility","Rolling_Corr_BTC_Gold_90d","Rolling_Corr_BTC_Oil_90d","Rolling_Corr_ETH_Gold_90d","Rolling_Corr_ETH_Oil_90d","Rolling_Corr_BTC_ETH_90d","Rolling_Corr_BTC_Gold_30d","Rolling_Corr_BTC_Oil_30d","Rolling_Corr_ETH_Gold_30d","Rolling_Corr_ETH_Oil_30d","Rolling_Corr_BTC_Gold_60d","Rolling_Corr_BTC_Oil_60d","Rolling_Corr_ETH_Gold_60d","Rolling_Corr_ETH_Oil_60d","Rolling_Corr_BTC_Gold_180d","Rolling_Corr_BTC_Oil_180d","Rolling_Corr_ETH_Gold_180d","Rolling_Corr_ETH_Oil_180d","Rolling_Corr_BTC_Gold_Spearman","Rolling_Corr_BTC_Oil_Spearman","BTC_Gold_Regime","BTC_Oil_Regime"
2020-01-02,6985.47021484375,-0.0302729280961938,97.0180707837409,NA,127.410179138184,-0.0262731053678626,97.4069029798516,NA,1524.5,0,100,NA,61.1800003051758,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-03,7344.88427734375,0.0501717459600322,102.0098119098,NA,134.17170715332,0.051708737339303,102.576187787556,NA,1549.19995117188,0.0160721496940068,101.620200142465,NA,63.0499992370605,0.0301077065994608,103.056552668449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-04,7410.65673828125,0.00891500982389637,102.923296195696,NA,135.069366455078,0.00666809573899396,103.262461153677,NA,1549.19995117188,0,101.620200142465,NA,63.0499992370605,0,103.056552668449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-05,7411.3173828125,8.91439326888843e-05,102.932471592044,NA,136.276779174805,0.00889948656483952,104.185545435032,NA,1549.19995117188,0,101.620200142465,NA,63.0499992370605,0,103.056552668449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-06,7769.21923828125,0.0471614672356608,107.903210351149,NA,144.304153442383,0.057235290116818,110.322587795022,NA,1566.19995117188,0.0109136350183494,102.735319853846,NA,63.2700004577637,0.00348324008349454,103.416149300691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-07,8163.6923828125,0.0495268893264047,113.381871383458,NA,143.543991088867,-0.00528170241917891,109.741432811027,NA,1571.80004882812,0.00356921835650592,103.102659811618,NA,62.7000007629395,-0.00904983058690689,102.484472785521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-08,8079.86279296875,-0.0103216732028049,112.217599712247,NA,141.25813293457,-0.0160525996640857,107.993861581103,NA,1557.40002441406,-0.0092037106781202,102.158086219355,NA,59.6100006103516,-0.0505381043360531,97.4338024076613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-09,7879.0712890625,-0.0251648511144182,109.428896340875,NA,138.979202270508,-0.0162646486840927,106.251586516477,NA,1551.69995117188,-0.00366670719711326,101.784188335315,NA,59.560001373291,-0.000839124597837859,97.3520776008434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-10,8166.55419921875,0.035837017057327,113.421617871258,NA,143.963775634766,0.0352374118553218,110.062364096199,NA,1557.5,0.00373089903967028,102.164644145622,NA,59.0400009155273,-0.00876903507396243,96.5021258924913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-11,8037.53759765625,-0.0159242899307745,111.629764009213,NA,142.927108764648,-0.00722693845264022,109.26981745728,NA,1557.5,0,102.164644145622,NA,59.0400009155273,0,96.5021258924913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-12,8192.494140625,0.0190956190457587,113.781886112919,NA,145.873931884766,0.020407997067788,111.522705850513,NA,1557.5,0,102.164644145622,NA,59.0400009155273,0,96.5021258924913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-13,8144.1943359375,-0.00591306438726313,113.111071733086,NA,144.226593017578,-0.011357143007559,110.263291741715,NA,1548.40002441406,-0.0058598161908332,101.567728725094,NA,58.0800018310547,-0.0163937937561514,94.9329871548581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-14,8827.7646484375,0.0805965063783667,122.604874000379,NA,165.955352783203,0.140333167597574,126.875239144028,NA,1542.40002441406,-0.00388249478587621,101.174157062254,NA,58.2299995422363,0.00257927594476115,95.1781615753115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
2020-01-15,8807.0107421875,-0.00235374881413541,122.31663228097,NA,166.230682373047,0.00165768348909001,127.085732550652,NA,1552.09997558594,0.00626917624254464,101.810428047618,NA,57.810001373291,-0.00723888313809073,94.4916657157981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Negative","High Negative"
